,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,term_ 36 months,term_ 60 months,safe_loans
103869,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
103878,0,0,0,0,0,0,1,0,0,0,1,0,1,-1
103906,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
103927,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
103937,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
103940,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
103944,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
103981,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
103987,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
103990,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
104011,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104015,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104016,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104017,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104019,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104020,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104021,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104023,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104031,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104038,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
104044,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
104055,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104069,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
104074,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104077,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
104079,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104080,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104081,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
104089,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104095,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
104104,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
104106,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104133,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104138,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104145,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104147,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
104166,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104171,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104175,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104180,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
104191,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
104192,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
104194,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
104195,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
104199,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104206,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
104217,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104234,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
104238,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104245,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104249,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
104253,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104255,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104265,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
104268,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104271,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
104274,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
104329,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104333,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
104334,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104343,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
104345,0,0,0,0,0,1,0,0,0,1,0,0,1,-1
104349,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104363,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
104378,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
104382,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
104384,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
104403,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104406,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104407,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
104408,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
104414,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104423,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
104438,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
104450,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104454,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
104459,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
104461,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
104474,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104479,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
104509,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
104516,1,0,0,0,0,0,0,0,0,0,1,0,1,-1
104527,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104528,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
104529,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104537,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
104538,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104543,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104553,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
104555,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104562,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104567,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104569,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
104571,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
104575,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104590,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
104605,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104606,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104608,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104616,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
104621,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104623,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
104624,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104632,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104635,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
104637,1,0,0,0,0,0,0,0,0,1,0,1,0,-1
104641,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
104654,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104655,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104656,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104665,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104676,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
104687,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
104703,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104705,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104707,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
104710,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104716,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
104717,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
104719,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104738,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
104742,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104743,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104751,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104759,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
104769,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
104778,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104799,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
104801,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
104818,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104833,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104835,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
104864,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104879,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
104885,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
104890,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
104897,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
104904,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
104910,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
104916,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104929,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
104933,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104938,1,0,0,0,0,0,0,0,0,1,0,1,0,-1
104946,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
104952,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
104967,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
104971,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
104973,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
104987,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
104990,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
104992,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
105010,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
105022,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
105024,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
105025,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
105026,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
105032,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
105040,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
105041,0,1,0,0,0,0,0,1,0,0,0,0,1,-1
105053,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
105066,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
105068,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
105075,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
105078,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
105092,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
105105,0,1,0,0,0,0,0,0,0,0,1,0,1,-1
105107,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
105109,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
105110,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
105111,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
105123,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
105124,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
105137,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
105172,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
105174,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
105175,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
105178,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
105189,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
105215,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
105216,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
105230,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
105243,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
105248,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
105254,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
105269,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
105274,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
105277,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
105278,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
105284,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
105299,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
105305,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
106183,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
106261,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
106854,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
106886,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
106889,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
106892,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
106907,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
106952,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
107042,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
107103,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
107107,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
107169,0,0,0,0,0,1,0,1,0,0,0,1,0,-1
107249,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
107274,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
107277,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
107299,0,0,0,0,0,0,1,1,0,0,0,1,0,-1
107330,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
107331,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
107350,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
107391,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
107397,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
107421,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
107422,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
107427,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
107431,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
107495,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
107500,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
107503,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
107514,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
107543,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
107570,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
107576,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
107584,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
107586,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
107587,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
107601,0,0,0,1,0,0,0,0,0,1,0,0,1,-1
107603,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
107605,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
107615,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
107661,0,0,0,0,0,1,0,1,0,0,0,1,0,-1
107667,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
107703,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
107716,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
107739,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
107852,0,0,0,0,0,1,0,0,0,0,1,1,0,-1
107856,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
107873,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
107880,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
107891,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
107905,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
107983,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
107996,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
108039,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
108068,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
108075,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
108098,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
108116,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
108149,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
108150,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
108168,0,0,0,0,0,1,0,0,0,0,1,1,0,-1
108180,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
108188,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
108211,0,0,0,0,0,0,1,0,0,0,1,0,1,-1
108253,0,0,0,0,0,1,0,0,0,0,1,1,0,-1
108267,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
108269,0,0,0,0,0,0,1,0,0,0,1,0,1,-1
108282,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
108285,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
108286,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
108295,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
108305,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
108338,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
108358,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
108363,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
108369,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
108372,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
108413,0,0,0,0,0,1,0,0,0,1,0,1,0,-1
108472,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
108498,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
108516,0,0,0,0,1,0,0,1,0,0,0,1,0,-1
108529,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
108559,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
108562,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
108569,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
108571,0,0,0,0,0,0,1,1,0,0,0,1,0,-1
108582,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
108584,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
108586,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
108600,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
108609,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
108635,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
108671,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
108703,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
108728,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
108755,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
108756,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
108776,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
108791,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
108811,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
108820,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
108837,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
108849,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
108858,0,0,0,0,0,1,0,1,0,0,0,1,0,-1
108868,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
108876,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
108884,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
108888,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
108893,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
108909,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
108916,0,0,0,0,0,0,1,0,0,1,0,0,1,-1
108919,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
108927,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
108930,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
108938,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
108960,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
108963,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
108969,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
108976,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
108979,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
108990,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
108998,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
109002,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
109039,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
109050,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
109085,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
109101,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
109108,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
109117,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
109125,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
109227,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
109231,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
109238,0,0,0,0,0,1,0,0,0,0,1,1,0,-1
109242,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
109254,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
109267,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
109286,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
109293,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
109310,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
109317,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
109336,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
109339,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
109345,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
109350,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
109389,0,0,0,0,0,0,1,1,0,0,0,1,0,-1
109395,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
109413,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
109454,0,1,0,0,0,0,0,0,0,1,0,1,0,-1
109480,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
109488,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
109502,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
109503,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
109550,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
109552,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
109582,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
109593,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
109611,0,0,0,0,1,0,0,0,0,1,0,0,1,-1
109637,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
109648,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
109651,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
109660,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
109662,0,0,0,0,0,0,1,1,0,0,0,0,1,-1
109674,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
109688,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
109691,0,0,0,0,0,1,0,0,0,0,1,1,0,-1
109701,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
109702,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
109708,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
109718,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
109722,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
109737,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
109738,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
109762,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
109773,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
109775,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
109789,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
109792,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
109794,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
109796,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
109802,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
109804,0,0,0,0,1,0,0,0,0,1,0,1,0,-1
109848,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
109857,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
109859,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
109862,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
109912,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
109929,0,0,0,1,0,0,0,0,0,1,0,0,1,-1
109932,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
109933,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
109951,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
109953,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
109960,0,0,1,0,0,0,0,0,0,0,1,0,1,-1
109976,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
109991,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110005,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
110030,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
110039,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
110044,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
110051,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
110057,1,0,0,0,0,0,0,0,0,0,1,1,0,-1
110061,0,0,0,1,0,0,0,0,0,1,0,0,1,-1
110062,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
110085,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
110092,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
110095,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
110103,0,0,0,0,0,1,0,0,0,0,1,0,1,-1
110123,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
110140,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110155,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
110160,0,0,0,0,0,1,0,0,0,1,0,1,0,-1
110164,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
110169,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
110181,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
110188,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
110197,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
110204,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
110211,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110236,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110254,0,0,0,1,0,0,0,0,0,1,0,1,0,-1
110257,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
110270,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
110273,0,0,0,0,1,0,0,1,0,0,0,0,1,-1
110275,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110285,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
110296,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
110348,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
110377,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
110399,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
110411,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110427,0,0,0,1,0,0,0,0,0,1,0,0,1,-1
110439,0,0,0,0,1,0,0,0,0,0,1,0,1,-1
110453,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
110460,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110461,0,0,0,1,0,0,0,0,0,0,1,1,0,-1
110463,0,0,0,0,0,1,0,1,0,0,0,0,1,-1
110473,0,0,0,1,0,0,0,1,0,0,0,1,0,-1
110474,0,0,0,1,0,0,0,0,0,1,0,0,1,-1
110475,0,0,0,1,0,0,0,1,0,0,0,0,1,-1
110480,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
110500,0,0,1,0,0,0,0,0,0,1,0,1,0,-1
110512,0,0,1,0,0,0,0,0,0,0,1,1,0,-1
110559,0,0,0,1,0,0,0,0,0,0,1,0,1,-1
110566,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
110570,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
